,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferredOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromLastYear,OrderCount,DaySinceLastOrder,CashbackAmount
616,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
617,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0.0,1,0.0,0,0.0,0.0
618,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0.0,1,0.0,0,0.0,0.0
619,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0.0,1,0.0,0,0.0,0.0
620,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
621,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
622,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
623,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0.0,1,0.0,0,0.0,0.0
624,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
625,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0.0,1,0.0,0,0.0,0.0
626,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0.0,0,0.0,0,0.0,0.0
627,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
628,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
629,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
630,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
631,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
632,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
633,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
634,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,1,0.0,0,0.0,0.0
635,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0.0,1,0.0,0,0.0,0.0
636,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
637,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
638,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
639,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
640,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,0,0.0,0,0.0,0.0
641,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,0,0.0,0,0.0,0.0
642,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,1,0.0,0,0.0,0.0
643,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,0,0.0,0,0.0,0.0
644,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
645,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
646,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0.0,1,0.0,0,0.0,0.0
647,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0.0,1,0.0,0,0.0,0.0
648,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0.0,1,0.0,0,0.0,0.0
649,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
650,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,1,0.0,0,0.0,0.0
651,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
652,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
653,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
654,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
655,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
656,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
657,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0.0,0,0.0,0,0.0,0.0
658,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
659,1,12,Desktop,0,0,Installment,Male,0,1,Electronics,5,0,2.0,0,0.0,1,282.5,0.0
660,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0.0,1,0.0,0,0.0,0.0
661,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
662,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
663,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0.0,0,0.0,0,0.0,0.0
664,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,1,0.0,0,0.0,0.0
665,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0.0,0,0.0,0,0.0,0.0
666,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0.0,0,0.0,0,0.0,0.0
667,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
668,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,1,0.0,0,0.0,0.0
669,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0.0,0,0.0,0,0.0,0.0
670,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
671,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
672,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
673,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
674,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,0,0.0,0,0.0,0.0
675,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
676,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,1,0.0,0,0.0,0.0
677,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
678,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,0,0.0,0,0.0,0.0
679,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0.0,1,0.0,0,0.0,0.0
680,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
681,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0.0,1,0.0,0,0.0,0.0
682,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
683,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
684,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
685,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
686,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
687,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,1,0.0,0,0.0,0.0
688,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0.0,0,0.0,0,0.0,0.0
689,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
690,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
691,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0.0,0,0.0,0,0.0,0.0
692,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
693,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0.0,1,0.0,0,0.0,0.0
694,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
695,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
696,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,0,0.0,0,0.0,0.0
697,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,0,0.0,0,0.0,0.0
698,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
699,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
700,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
701,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
702,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0.0,0,0.0,0,0.0,0.0
703,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,0,0.0,0,0.0,0.0
704,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0.0,1,0.0,0,0.0,0.0
705,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
706,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,5,0,0.0,0,0.0,0,0.0,0.0
707,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0.0,1,0.0,0,0.0,0.0
708,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,3,0,0.0,1,0.0,0,0.0,0.0
709,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
710,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
711,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
712,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
713,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
714,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
715,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,1,0.0,0,0.0,0.0
716,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,1,0.0,0,0.0,0.0
717,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,1,0.0,0,0.0,0.0
718,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,1,0.0,0,0.0,0.0
719,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,0,0.0,0,0.0,0.0
720,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
721,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,1,0.0,0,0.0,0.0
722,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
723,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
724,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,1,0.0,0,0.0,0.0
725,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,1,0.0,0,0.0,0.0
726,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
727,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,1,0.0,0,0.0,0.0
728,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
729,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
730,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
731,1,12,Desktop,0,0,Installment,Female,0,1,Home Appliances,1,0,1.0,1,0.0,2,228.0,0.0
732,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
733,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
734,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
735,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,1,0.0,0,0.0,0.0
736,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,0,0.0,0,0.0,0.0
737,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
738,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,0,0.0,0,0.0,0.0
739,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,0,0.0,0,0.0,0.0
740,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
741,1,12,Desktop,0,0,Installment,Male,0,1,Electronics,5,0,1.0,1,0.0,1,282.5,0.0
742,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,0,0.0,0,0.0,0.0
743,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,1,0.0,0,0.0,0.0
744,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
745,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,1,0.0,0,0.0,0.0
746,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
747,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,0,0.0,0,0.0,0.0
748,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
749,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
750,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,1,0.0,0,0.0,0.0
751,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
752,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
753,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
754,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
755,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,0,0.0,0,0.0,0.0
756,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,0,0.0,0,0.0,0.0
757,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,1,0.0,0,0.0,0.0
758,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,1,0.0,0,0.0,0.0
759,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
760,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
761,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
762,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
763,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,1,0.0,0,0.0,0.0
764,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
765,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
766,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
767,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
768,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,1,0.0,0,0.0,0.0
769,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
770,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
771,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
772,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,0,0.0,0,0.0,0.0
773,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,1,0.0,0,0.0,0.0
774,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,0,0.0,0,0.0,0.0
775,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
776,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
777,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
778,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,1,0.0,0,0.0,0.0
779,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,1,0.0,0,0.0,0.0
780,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
781,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
782,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
783,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,1,0.0,0,0.0,0.0
784,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,0,0.0,0,0.0,0.0
785,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
786,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
787,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
788,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,1,0.0,0,0.0,0.0
789,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,1,0.0,0,0.0,0.0
790,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
791,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
792,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,1,0.0,0,0.0,0.0
793,1,12,Desktop,0,0,Pay Now,Female,0,1,Electronics,1,0,2.0,0,0.0,1,282.5,0.0
794,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
795,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
796,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
797,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,1.0,1,0.0,0,0.0,0.0
798,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,0,0.0,0,0.0,0.0
799,1,12,Desktop,0,0,No Payment,Male,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
800,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,1,0.0,0,0.0,0.0
801,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,1,0.0,0,0.0,0.0
802,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
803,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
804,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,0,0.0,0,0.0,0.0
805,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
806,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
807,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
808,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
809,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
810,1,12,Desktop,0,0,Pay Now,Female,0,1,Home Appliances,2,0,1.0,0,0.0,1,282.5,0.0
811,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,0,0.0,0,0.0,0.0
812,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,1,0.0,0,0.0,0.0
813,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,1,0.0,0,0.0,0.0
814,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
815,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
816,1,12,Desktop,0,0,Pay Now,Female,0,1,Home Appliances,1,0,2.0,0,0.0,1,282.5,0.0
817,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,1,0.0,0,0.0,0.0
818,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,0,0.0,0,0.0,0.0
819,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,0,0.0,0,0.0,0.0
820,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
821,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,1,0.0,0,0.0,0.0
822,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,1,0.0,0,0.0,0.0
823,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
824,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,0,0.0,0,0.0,0.0
825,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
826,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
827,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,1.0,0,0.0,0,0.0,0.0
828,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
829,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,0,0.0,0,0.0,0.0
830,1,12,Desktop,0,0,Pay Now,Male,0,1,Beauty & Fitness,1,0,1.0,0,0.0,1,267.0,0.0
831,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,1,0.0,0,0.0,0.0
832,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
833,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,0,0.0,0,0.0,0.0
834,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
835,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
836,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
837,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,0,0.0,0,0.0,0.0
838,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
839,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
840,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,1,0.0,0,0.0,0.0
841,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
842,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
843,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
844,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
845,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
846,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,0,0.0,0,0.0,0.0
847,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,1,0.0,0,0.0,0.0
848,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
849,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
850,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,0,0.0,0,0.0,0.0
851,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,0,0.0,0,0.0,0.0
852,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
853,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
854,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,1,0.0,0,0.0,0.0
855,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,0,0.0,0,0.0,0.0
856,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
857,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,0,0.0,0,0.0,0.0
858,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
859,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
860,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,2,0,0.0,1,0.0,0,0.0,0.0
861,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,0,0.0,0,0.0,0.0
862,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,3,0,0.0,1,0.0,0,0.0,0.0
863,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,5,0,0.0,1,0.0,0,0.0,0.0
864,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
865,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,4,0,0.0,1,0.0,0,0.0,0.0
866,1,12,Desktop,0,0,No Payment,Female,0,1,No Order,1,0,0.0,1,0.0,0,0.0,0.0
